4.40723	-16.7308
2.82678	-6.11725
8.73624	0.960647
-0.213304	-0.461678
-1.4749	-4.06737
3.72039	2.90002
2.25167	0.180806
-5.15076	-4.54208
-1.8425	-3.26381
3.09326	-2.36539
1.17596	1.75121
3.32097	-3.30681
4.26901	-3.08842
4.43036	-3.03003
5.4955	1.14377
3.17267	-4.00792
1.87645	-4.17929
4.95922	-4.76569
3.11162	1.42233
6.54242	-2.27715
7.8536	-4.8739
-6.04105	-15.386
-10.6259	-13.9854
-16.4732	-17.022
-9.02634	-24.1379
-9.16496	-19.2015
-10.8031	-22.0616
-10.4949	-21.8746
-7.90803	-21.3331
-7.59937	-19.3239
-5.89098	-22.6711
0.533435	-16.8121
1.13766	-13.4222
-0.101591	-11.1033
0.955118	-13.6676
1.42676	-15.7183
1.34008	-15.0494
2.91428	-15.8444
4.43165	-13.4786
4.46731	-15.7299
6.24065	-16.5408
8.32672	-17.4272
5.87144	-14.1659
8.14295	-16.8323
7.99249	-16.8089
9.8899	-17.2842
9.98906	-18.8487
8.91569	-20.6887
5.66196	-11.193
2.98383	-8.92268
1.21732	-20.1324
2.47243	-22.6958
1.87723	-25.1896
0.378545	-25.0193
3.53685	-25.5459
1.10571	-30.7883
2.10538	-30.4963
1.06424	-26.314
-2.24616	-28.9122
-0.566583	-30.232
-2.11066	-27.1303
-0.813459	-26.8041
-2.65993	-19.3576
3.92608	-18.0188
2.32176	-25.7572
0.572693	-25.192
1.97704	-32.9569
-1.02238	-30.153
-3.14952	-27.9044
-3.11251	-25.3222
-2.49179	-25.1239
-4.61389	-27.7874
-4.25997	-27.5015
-0.336505	-21.9596
-2.39626	-25.7708
-0.62973	-27.9253
3.16866	-29.4108
7.96603	-27.5856
0.835578	-15.7803
0.259481	-16.768
-0.924087	-17.7308
1.5042	-19.9626
-0.896698	-21.5037
0.234995	-22.3102
0.668417	-24.6778
-0.0369761	-24.341
2.31745	-23.0509
3.61253	-25.8746
3.21135	-23.0108
3.90024	-19.1047
2.58194	-9.37632
1.23663	-14.7694
0.709975	-18.0988
-1.04794	-13.3852
-2.68373	-16.2347
-2.81014	-15.606
-0.418568	-15.0768
2.31893	-12.75
2.31943	-14.3214
-1.79067	-22.5064
-3.99294	-19.6382
-1.31032	-17.9009
-8.34749	-7.64249
-5.17594	-11.2661
-7.81827	-13.8941
-6.63166	-6.41414
-2.2229	-18.0003
-2.79635	-18.2612
-2.55203	-16.7257
-3.39378	-19.2385
-3.56208	-19.0604
-4.37792	-22.5025
-6.01626	-19.811
-5.11342	-17.4257
-4.50031	-24.3274
-2.88082	-25.541
-2.01752	-25.4185
-0.24556	-26.0768
2.81893	-17.1276
0.639701	-22.9595
-4.09729	-20.4478
-2.16085	-15.0958
-3.1904	-14.9673
-4.94935	-15.0916
-6.09028	-12.18
-4.92074	-11.3124
-5.02906	-5.63467
-0.138101	-8.0139
2.95898	-10.0144
1.5317	-1.0911
-1.81043	-0.326017
-4.07362	-5.6833
-11.3377	-4.69738
-10.3822	-3.11279
3.26642	-6.32758
2.13698	-7.5257
-3.16936	-10.9686
2.54727	-6.44338
2.15907	-5.99636
5.89284	-6.8252
3.16915	-17.6429
5.27702	-16.8299
3.57176	-19.071
2.01215	-15.129
-2.49803	-13.1816
-1.21316	-19.1419
-0.725313	-16.8094
1.10674	-19.8034
3.2146	-20.4411
2.02367	-17.0524
-0.847057	-13.8789
-0.751905	-13.8514
-1.51903	-12.0135
3.0435	-9.28551
5.5122	-5.7128
4.81203	-4.47796
3.24143	-2.88526
0.509037	1.56208
-8.91217	-11.8061
-11.4184	-11.6729
-11.5655	-5.48207
-8.3589	-0.249308
-3.79036	-1.26586
-9.30814	-2.5587
-15.0433	0.232667
-7.13799	7.89212
-3.61708	-4.31801
-11.8543	-11.012
-3.80711	-7.05909
2.60216	-12.2536
0.424456	-8.94985
2.28992	-12.6489
4.58024	-6.38223
3.29392	-5.97644
4.40458	-1.98208
5.5266	-0.845261
5.15673	-4.94366
4.10383	3.06427
7.44349	2.04622
6.49195	-2.17771
6.77955	4.54792
8.24982	4.53718
1.51855	-7.65875
-0.646415	-8.91786
2.11003	-8.10952
6.16024	-13.3553
6.48654	-9.28994
6.78208	-12.9647
6.59154	-8.06017
6.04064	-2.8746
-1.09553	-8.80719
-2.52638	-17.7888
-1.35525	-24.5367
-3.84618	-16.7531
-4.72967	-21.4225
-4.10672	-21.0224
-5.38772	-24.9443
-2.29501	-21.5098
-2.97446	-22.6
-3.95914	-19.7342
-5.43774	-22.1181
-9.58914	-13.5607
-9.5123	-11.382
-8.42252	-6.37443
-10.8151	-6.35766
-6.67113	-3.03312
-10.2112	-0.645005
-8.67732	1.43292
-11.6536	2.74118
-7.30409	4.59275
-11.1611	0.741674
-14.1828	0.57012
-14.9814	-1.53036
-11.8204	-0.833096
-3.70355	2.71421
2.55622	-5.31173
-0.574015	-2.30416
0.378243	-3.82172
-2.39158	-9.03148
4.43889	-2.83294
2.49697	-6.62072
8.66509	-2.05522
4.80399	3.78302
6.85038	5.03111
2.99279	-5.64973
4.38227	-2.275
-0.207619	-8.77616
6.0499	-4.92253
2.40172	-14.7151
9.98544	-7.53681
12.2016	-2.24516
8.27883	-13.4708
6.38077	-15.7034
-1.13492	-17.2836
-2.67585	-7.91459
-6.92323	-11.8699
-4.95406	-11.2208
-3.68192	-3.49479
-2.80134	2.88137
-2.43184	1.97383
-5.31315	0.314517
-11.4228	0.178546
-3.81861	8.47615
-7.67142	3.31108
-6.88787	-0.0677835
-0.426372	3.76233
-2.25365	0.565133
-3.58394	0.395053
-2.26751	2.17124
-3.80982	10.7059
-0.699972	5.08786
2.81498	8.02904
1.22693	5.90998
1.50098	4.099
6.01475	1.79324
1.53619	5.14832
4.75189	8.82953
5.23895	2.55281
5.2689	-4.94571
3.66781	-0.967451
4.75968	-6.38765
2.41888	4.48982
4.15877	0.889048
1.87951	4.46617
6.81088	-0.518919
5.96638	1.14096
6.65928	0.453251
-0.786218	-7.26377
-2.60871	-2.96012
6.96495	2.13945
6.31846	-2.46154
-1.45284	-4.39975
2.05163	0.400129
-0.110187	-1.53588
0.822385	0.0307223
6.32322	0.722772
1.34695	-2.21565
4.34489	-3.16106
6.21859	5.16788
8.29472	-0.906154
1.9511	-6.01988
2.39819	-7.85503
8.11376	-4.127
5.69748	-5.75295
0.968121	-9.65352
5.4311	-3.87601
6.57972	-1.71514
10.5467	1.46395
0.0962915	0.434564
-6.71562	-16.3108
-6.38284	-15.9973
1.36474	-24.3301
0.134654	-23.256
-4.71539	-19.1288
-2.42086	-19.3105
-0.765577	-1.98517
-6.70994	-4.9482
-3.85652	-9.68146
-4.2983	-9.53223
-4.03274	-15.3587
-6.45067	-17.3149
-6.2264	-15.5197
-4.91186	-16.7339
-4.4183	-20.1068
-4.57597	-19.9327
-5.13071	-22.298
-3.92351	-21.3502
-4.13043	-27.9697
-2.0121	-26.9732
-1.2277	-26.5038
-0.618853	-30.6481
-0.118423	-26.6088
1.09127	-29.3257
2.3564	-29.7306
5.19244	-29.1241
4.74708	-30.04
3.9944	-29.9184
4.42926	-27.2224
5.94698	-24.404
2.39376	-21.208
-0.203562	-27.5254
-0.876298	-27.9088
0.496883	-23.5331
-3.27188	-31.5696
-3.13718	-30.087
-2.54551	-26.6871
-2.1045	-22.621
-1.761	-10.6094
-6.79763	-13.8339
-10.2352	-11.735
-12.2195	-7.20356
-16.5298	-8.79702
-16.4472	-9.29813
-16.4406	-10.1112
-14.7669	-9.4009
-6.78788	-16.4976
-4.83834	-12.6574
-4.28705	-13.9798
-3.36626	3.01051
2.12529	-4.23876
0.898156	-9.69678
-4.39308	-10.6901
-0.903652	-8.05375
2.47754	-4.90401
-2.58525	-5.12301
-1.93467	-11.4606
1.00232	-14.5411
2.20215	-16.078
-0.782486	-19.8189
-1.90521	-20.1366
2.19805	-14.8948
4.23577	-11.302
-4.58598	-19.6445
-3.98637	-19.9632
1.05724	-14.5089
-3.90266	-15.2748
-5.63038	-14.5761
-4.40204	-12.0862
-2.52833	-8.4565
-5.94967	-10.804
-6.61132	-8.82305
-4.84438	-8.67659
0.296504	-2.93325
-5.21672	-9.694
-5.56882	-8.25035
-5.63938	-8.78379
-5.15138	-9.85159
-3.4876	-10.451
-4.52512	-13.5382
2.6352	-16.9809
6.57897	-15.3858
7.02049	-17.0125
7.61795	-15.9749
8.23427	-17.1909
10.8737	-18.546
10.0267	-20.1618
8.88539	-18.7903
10.4607	-17.7986
6.53027	-11.1971
-0.641999	-10.9131
-0.185328	-13.3116
0.307456	-15.6456
1.11385	-14.4264
4.4152	-18.1853
5.36266	-16.6231
6.66424	-16.9064
7.5463	-21.8594
6.07113	-19.1678
5.64193	-22.2577
6.34933	-22.1789
0.989612	-15.6584
-0.616152	-17.5092
-1.2289	-16.3052
-1.25032	-16.1192
6.82043	-13.8903
0.79852	-16.2731
2.15319	-13.8684
2.39152	-11.1819
1.17358	-8.92519
8.80046	-7.24704
3.89562	-7.95945
3.42997	-11.3366
5.40156	-7.389
5.07422	-15.9675
3.06534	-12.1055
